jobkey,train-ll,valid-ll,test-ll,train-pll,valid-pll,test-pll,train-imperr,valid-imperr,test-imperr,train-bl90,valid-bl90,test-bl90,train-imperr-serr,valid-imperr-serr,test-imperr-serr,train-bl90-serr,valid-bl90-serr,test-bl90-serr,train-rand2,valid-rand2,test-rand2,train-rand3,valid-rand3,test-rand3,train-rand5,valid-rand5,test-rand5,train-rand10,valid-rand10,test-rand10,train-rand2bl90,valid-rand2bl90,test-rand2bl90,train-rand3bl90,valid-rand3bl90,test-rand3bl90,train-rand5bl90,valid-rand5bl90,test-rand5bl90,train-rand10bl90,valid-rand10bl90,test-rand10bl90,train-block2,valid-block2,test-block2,train-block3,valid-block3,test-block3,train-block5,valid-block5,test-block5,train-block10,valid-block10,test-block10,train-core1,valid-core1,test-core1,train-core2,valid-core2,test-core2,train-core3,valid-core3,test-core3,train-core5,valid-core5,test-core5,train-core10,valid-core10,test-core10,train-surface1,valid-surface1,test-surface1,train-surface2,valid-surface2,test-surface2,train-surface3,valid-surface3,test-surface3,train-surface5,valid-surface5,test-surface5,train-surface10,valid-surface10,test-surface10,train-bound1,valid-bound1,test-bound1,train-bound2,valid-bound2,test-bound2,train-bound3,valid-bound3,test-bound3,train-bound5,valid-bound5,test-bound5,train-bound10,valid-bound10,test-bound10,archtype,condInferFunc,datakey,inferFunc,lambdaEdge,lambdaNode,lbpMaxIter,nHidStates,usePseudo
try8_1,-120.66096542263597,-128.99276975588177,-129.35263976708922,-115.948601594647,-131.5861303867392,-132.02931728103084,0.4656725616804907,0.5014060755879407,0.5034910783553155,2.1504122677600925,1.890944106698858,1.8749533086228174,0.0010758703349704416,0.0020232875101229932,0.00195312878440616,0.015786115356142161,0.016693733240256296,0.016718360306622836,0.4742349974133463,0.5110011641443534,0.5125911559348323,0.4713058285911383,0.5067015909972846,0.5092836824411693,0.48305483704086893,0.5179829258828095,0.5193785880527549,0.472595188825662,0.5036635622817245,0.5053343677269206,1.9631595964821478,1.6901008925106706,1.6833165244375503,2.0564088635971864,1.798293881774678,1.7809697439875922,2.051082772891875,1.799259604190921,1.7880861132660952,2.072782074495606,1.8470349243306134,1.8342335143522122,0.4860474327470248,0.5174403376018628,0.5191839604344444,0.5062297951851149,0.5326574419278637,0.5354263436478096,0.5499868987711711,0.5691214489817505,0.5717116862966363,0.5995631430706445,0.6121399775794424,0.6143085725368518,0.4176840834626792,0.445944897167249,0.4484871993793651,0.42125840662183034,0.4481082654249129,0.4511229635376258,0.4194641317468524,0.4453667054714784,0.4480824928885434,0.4177025349198147,0.4431913077221569,0.44538169123351484,0.428937790998448,0.45156422196352347,0.45424282389449194,0.47657903400273544,0.5140108888653702,0.515991959940757,0.46874935333678225,0.5062417539774937,0.5074689681923982,0.4810294878427307,0.5191850989522696,0.5208107059736229,0.486971288153128,0.5217384555684899,0.524684251357641,0.4998263062597,0.5332925882809467,0.5349045771916208,0.417097775478538,0.4598370197904549,0.44388414791828334,0.420244869805148,0.4615832363213048,0.44440134471166387,0.4233919641317539,0.4633294528521547,0.44491854150504373,nan,nan,nan,nan,nan,nan,l1123vis,mf,PF00595,mf,1,0.1,1000,2,1
try8_0,-99.9401022922203,-114.87791088627313,-113.86542235451914,-90.42232815212203,-117.39211491766932,-116.62499023921215,0.42054688275028584,0.5014952841039801,0.4951848400124275,2.664642010046625,2.0801093384213605,2.1127004065534845,0.0021983450737246739,0.00433742478900178,0.0044246093807893709,0.01804708527321738,0.020254148216938994,0.020780574435159037,0.41167703795893057,0.48774509803921506,0.48020037278657945,0.42419207633271167,0.4999502023031432,0.4946225535880698,0.4339327940261355,0.5127787114845944,0.5068462255358809,0.44742968263845767,0.5177394957983192,0.5108042870456669,2.6197184194150567,2.0670168067226897,2.1059086672879794,2.626390790292472,2.082645502645502,2.102444858651756,2.556954573739887,1.9854565826330546,2.0222348555451988,2.4777143746110766,1.9786433239962664,2.016315004659835,0.44979684468684794,0.5211594441698253,0.5153774464119301,0.4800112691056235,0.5418426076898416,0.5358204318574881,0.5302388588387346,0.5763700351935649,0.5697555380313999,0.5855460485376488,0.6145767195767194,0.609742155949053,0.47662570006222776,0.5686274509803921,0.5592963653308481,0.47769801760156383,0.5693277310924373,0.5600785514578618,0.47877033514090234,0.5700280112044818,0.560860737584876,0.4809149702195751,0.5714285714285713,0.5624251098389027,nan,nan,nan,0.4274253571995077,0.5100236172900537,0.5044496829486687,0.4310905413814561,0.5118113912231554,0.5051258154706424,0.4263181912466304,0.5058014316837848,0.49968934451693003,0.4372097075295591,0.5149187675070022,0.509968313140727,0.4506661481020528,0.5213305322128854,0.515779123951538,0.42210216665723876,0.5008700449876917,0.4975006354316697,0.4168092719352832,0.49522408963585424,0.49077819198508815,0.42662207010993614,0.5034329287270461,0.4990587138863001,0.4311611698817666,0.5047675070028013,0.501977632805219,0.4548901680149342,0.5226666666666666,0.5168322460391425,l1123vis,mf,PF00240,mf,1,0.1,1000,2,1
